indexGQ,ageyrs,male
32,26,TRUE
32,26,TRUE
1,27,TRUE
2,27,FALSE
2,27,TRUE
5,27,TRUE
5,27,TRUE
5,27,TRUE
7,27,TRUE
9,27,TRUE
9,27,TRUE
9,27,TRUE
10,27,TRUE
12,27,FALSE
12,27,FALSE
14,27,TRUE
15,27,TRUE
17,27,TRUE
18,27,TRUE
19,27,TRUE
22,27,TRUE
24,27,TRUE
25,27,TRUE
26,27,TRUE
27,27,TRUE
28,27,TRUE
30,27,TRUE
32,27,TRUE
1,28,TRUE
1,28,TRUE
2,28,TRUE
3,28,FALSE
3,28,FALSE
4,28,TRUE
4,28,TRUE
6,28,TRUE
7,28,TRUE
7,28,TRUE
9,28,TRUE
11,28,TRUE
12,28,TRUE
14,28,TRUE
16,28,TRUE
17,28,TRUE
18,28,TRUE
19,28,TRUE
19,28,TRUE
21,28,TRUE
22,28,TRUE
24,28,TRUE
26,28,TRUE
27,28,TRUE
27,28,TRUE
28,28,TRUE
28,28,TRUE
31,28,TRUE
32,28,TRUE
0,29,TRUE
1,29,TRUE
3,29,FALSE
3,29,TRUE
4,29,TRUE
4,29,TRUE
8,29,TRUE
8,29,TRUE
11,29,TRUE
14,29,TRUE
15,29,FALSE
16,29,TRUE
17,29,TRUE
18,29,TRUE
20,29,TRUE
25,29,TRUE
28,29,TRUE
29,29,TRUE
30,29,FALSE
30,29,TRUE
0,30,TRUE
1,30,TRUE
4,30,TRUE
5,30,TRUE
8,30,TRUE
8,30,TRUE
9,30,TRUE
9,30,TRUE
9,30,TRUE
13,30,TRUE
13,30,TRUE
15,30,FALSE
15,30,FALSE
15,30,TRUE
15,30,TRUE
25,30,TRUE
26,30,TRUE
26,30,TRUE
28,30,TRUE
30,30,FALSE
2,31,TRUE
4,31,TRUE
5,31,TRUE
5,31,TRUE
8,31,TRUE
10,31,TRUE
13,31,TRUE
16,31,TRUE
19,31,TRUE
22,31,TRUE
24,31,TRUE
30,31,FALSE
2,32,FALSE
2,32,TRUE
3,32,TRUE
3,32,TRUE
8,32,TRUE
11,32,TRUE
12,32,FALSE
15,32,FALSE
15,32,FALSE
15,32,TRUE
18,32,TRUE
25,32,TRUE
27,32,TRUE
28,32,TRUE
29,32,TRUE
29,32,TRUE
30,32,FALSE
30,32,TRUE
31,32,TRUE
32,32,TRUE
1,33,TRUE
1,33,TRUE
2,33,FALSE
2,33,TRUE
3,33,TRUE
4,33,TRUE
4,33,TRUE
5,33,TRUE
7,33,TRUE
9,33,TRUE
11,33,TRUE
11,33,TRUE
12,33,FALSE
12,33,TRUE
13,33,TRUE
13,33,TRUE
16,33,TRUE
17,33,TRUE
18,33,TRUE
19,33,TRUE
19,33,TRUE
21,33,TRUE
21,33,TRUE
26,33,TRUE
28,33,TRUE
29,33,TRUE
0,34,TRUE
4,34,TRUE
8,34,TRUE
9,34,TRUE
12,34,TRUE
13,34,TRUE
16,34,TRUE
16,34,TRUE
20,34,TRUE
29,34,TRUE
30,34,TRUE
0,35,TRUE
1,35,TRUE
1,35,TRUE
2,35,FALSE
2,35,FALSE
4,35,TRUE
6,35,TRUE
8,35,TRUE
9,35,TRUE
10,35,TRUE
10,35,TRUE
11,35,TRUE
12,35,TRUE
15,35,TRUE
17,35,TRUE
18,35,TRUE
19,35,TRUE
20,35,TRUE
22,35,TRUE
24,35,TRUE
25,35,TRUE
26,35,TRUE
29,35,TRUE
31,35,TRUE
0,36,TRUE
1,36,TRUE
1,36,TRUE
3,36,FALSE
5,36,TRUE
7,36,TRUE
8,36,TRUE
8,36,TRUE
10,36,TRUE
12,36,FALSE
12,36,TRUE
12,36,TRUE
14,36,TRUE
15,36,FALSE
15,36,FALSE
15,36,FALSE
18,36,TRUE
18,36,TRUE
23,36,TRUE
23,36,TRUE
25,36,TRUE
28,36,TRUE
31,36,TRUE
33,36,TRUE
1,37,TRUE
2,37,TRUE
4,37,TRUE
4,37,TRUE
9,37,TRUE
12,37,FALSE
15,37,TRUE
22,37,TRUE
23,37,TRUE
23,37,TRUE
26,37,TRUE
30,37,FALSE
32,37,TRUE
4,38,TRUE
8,38,TRUE
10,38,TRUE
10,38,TRUE
11,38,TRUE
13,38,TRUE
14,38,TRUE
14,38,TRUE
14,38,TRUE
15,38,FALSE
16,38,TRUE
20,38,TRUE
21,38,TRUE
22,38,TRUE
28,38,TRUE
32,38,TRUE
0,39,TRUE
1,39,TRUE
8,39,TRUE
10,39,TRUE
10,39,TRUE
10,39,TRUE
12,39,FALSE
14,39,TRUE
15,39,TRUE
15,39,TRUE
17,39,TRUE
18,39,TRUE
23,39,TRUE
25,39,TRUE
27,39,TRUE
28,39,TRUE
28,39,TRUE
29,39,TRUE
30,39,TRUE
30,39,TRUE
32,39,TRUE
32,39,TRUE
33,39,TRUE
0,40,TRUE
2,40,TRUE
2,40,TRUE
3,40,TRUE
5,40,TRUE
5,40,TRUE
6,40,TRUE
11,40,TRUE
12,40,FALSE
14,40,TRUE
14,40,TRUE
18,40,TRUE
23,40,TRUE
23,40,TRUE
26,40,TRUE
27,40,TRUE
28,40,TRUE
29,40,TRUE
29,40,TRUE
30,40,TRUE
32,40,TRUE
0,41,TRUE
2,41,TRUE
3,41,TRUE
4,41,TRUE
6,41,TRUE
8,41,TRUE
9,41,TRUE
9,41,TRUE
11,41,TRUE
12,41,TRUE
15,41,TRUE
15,41,TRUE
16,41,TRUE
18,41,TRUE
24,41,TRUE
27,41,TRUE
27,41,TRUE
31,41,TRUE
32,41,TRUE
33,41,TRUE
2,42,FALSE
3,42,FALSE
3,42,TRUE
3,42,TRUE
8,42,TRUE
9,42,TRUE
15,42,FALSE
15,42,FALSE
16,42,TRUE
16,42,TRUE
19,42,TRUE
19,42,TRUE
23,42,TRUE
25,42,TRUE
25,42,TRUE
31,42,TRUE
31,42,TRUE
33,42,TRUE
1,43,TRUE
2,43,TRUE
3,43,FALSE
6,43,TRUE
7,43,TRUE
8,43,TRUE
10,43,TRUE
12,43,TRUE
13,43,TRUE
15,43,FALSE
17,43,TRUE
19,43,TRUE
19,43,TRUE
20,43,TRUE
30,43,FALSE
3,44,FALSE
3,44,FALSE
12,44,TRUE
15,44,TRUE
20,44,TRUE
21,44,TRUE
23,44,TRUE
24,44,TRUE
30,44,FALSE
30,44,FALSE
30,44,TRUE
0,45,TRUE
3,45,TRUE
4,45,TRUE
5,45,TRUE
7,45,TRUE
11,45,TRUE
15,45,FALSE
19,45,TRUE
20,45,TRUE
20,45,TRUE
22,45,TRUE
27,45,TRUE
28,45,TRUE
31,45,TRUE
31,45,TRUE
32,45,TRUE
32,45,TRUE
33,45,TRUE
0,46,TRUE
2,46,FALSE
2,46,TRUE
2,46,TRUE
6,46,TRUE
7,46,TRUE
11,46,TRUE
19,46,TRUE
19,46,TRUE
21,46,TRUE
21,46,TRUE
23,46,TRUE
24,46,TRUE
29,46,TRUE
3,47,TRUE
4,47,TRUE
5,47,TRUE
11,47,TRUE
11,47,TRUE
15,47,TRUE
15,47,TRUE
18,47,TRUE
21,47,TRUE
24,47,TRUE
26,47,TRUE
27,47,TRUE
27,47,TRUE
31,47,TRUE
0,48,TRUE
1,48,TRUE
7,48,TRUE
10,48,TRUE
12,48,TRUE
12,48,TRUE
13,48,TRUE
20,48,TRUE
20,48,TRUE
21,48,TRUE
22,48,TRUE
26,48,TRUE
27,48,TRUE
28,48,TRUE
2,49,TRUE
4,49,TRUE
9,49,TRUE
13,49,TRUE
19,49,TRUE
24,49,TRUE
24,49,TRUE
30,49,FALSE
30,49,TRUE
30,49,TRUE
33,49,TRUE
33,49,TRUE
1,50,TRUE
2,50,FALSE
7,50,TRUE
9,50,TRUE
15,50,FALSE
15,50,TRUE
16,50,TRUE
23,50,TRUE
30,50,FALSE
1,51,TRUE
2,51,FALSE
6,51,TRUE
6,51,TRUE
7,51,TRUE
7,51,TRUE
11,51,TRUE
12,51,FALSE
13,51,TRUE
16,51,TRUE
19,51,TRUE
20,51,TRUE
23,51,TRUE
26,51,TRUE
26,51,TRUE
26,51,TRUE
0,52,TRUE
1,52,TRUE
2,52,TRUE
4,52,TRUE
4,52,TRUE
5,52,TRUE
5,52,TRUE
6,52,TRUE
7,52,TRUE
9,52,TRUE
12,52,FALSE
16,52,TRUE
16,52,TRUE
18,52,TRUE
19,52,TRUE
27,52,TRUE
30,52,TRUE
33,52,TRUE
0,53,TRUE
0,53,TRUE
3,53,TRUE
3,53,TRUE
3,53,TRUE
6,53,TRUE
7,53,TRUE
10,53,TRUE
11,53,TRUE
12,53,FALSE
12,53,FALSE
13,53,TRUE
15,53,TRUE
16,53,TRUE
17,53,TRUE
17,53,TRUE
17,53,TRUE
18,53,TRUE
25,53,TRUE
28,53,TRUE
28,53,TRUE
31,53,TRUE
32,53,TRUE
33,53,TRUE
3,54,TRUE
14,54,TRUE
14,54,TRUE
15,54,FALSE
17,54,TRUE
18,54,TRUE
24,54,TRUE
26,54,TRUE
30,54,TRUE
3,55,FALSE
6,55,TRUE
14,55,TRUE
15,55,FALSE
17,55,TRUE
23,55,TRUE
25,55,TRUE
26,55,TRUE
33,55,TRUE
33,55,TRUE
0,56,TRUE
2,56,TRUE
3,56,TRUE
10,56,TRUE
12,56,FALSE
14,56,TRUE
15,56,TRUE
16,56,TRUE
16,56,TRUE
17,56,TRUE
21,56,TRUE
25,56,TRUE
26,56,TRUE
26,56,TRUE
30,56,TRUE
32,56,TRUE
33,56,TRUE
0,57,TRUE
3,57,TRUE
3,57,TRUE
8,57,TRUE
14,57,TRUE
15,57,TRUE
15,57,TRUE
16,57,TRUE
18,57,TRUE
23,57,TRUE
23,57,TRUE
24,57,TRUE
27,57,TRUE
29,57,TRUE
30,57,FALSE
30,57,TRUE
31,57,TRUE
32,57,TRUE
33,57,TRUE
2,58,FALSE
5,58,TRUE
10,58,TRUE
10,58,TRUE
11,58,TRUE
12,58,FALSE
12,58,TRUE
14,58,TRUE
15,58,TRUE
20,58,TRUE
21,58,TRUE
24,58,TRUE
26,58,TRUE
30,58,TRUE
2,59,FALSE
4,59,TRUE
9,59,TRUE
10,59,TRUE
14,59,TRUE
18,59,TRUE
24,59,TRUE
24,59,TRUE
24,59,TRUE
29,59,TRUE
31,59,TRUE
31,59,TRUE
31,59,TRUE
33,59,TRUE
33,59,TRUE
3,60,FALSE
6,60,TRUE
7,60,TRUE
8,60,TRUE
9,60,TRUE
11,60,TRUE
12,60,TRUE
15,60,FALSE
25,60,TRUE
27,60,TRUE
28,60,TRUE
29,60,TRUE
33,60,TRUE
0,61,TRUE
2,61,FALSE
2,61,FALSE
2,61,TRUE
3,61,FALSE
3,61,TRUE
6,61,TRUE
7,61,TRUE
7,61,TRUE
7,61,TRUE
12,61,TRUE
14,61,TRUE
20,61,TRUE
21,61,TRUE
21,61,TRUE
21,61,TRUE
22,61,TRUE
25,61,TRUE
25,61,TRUE
26,61,TRUE
30,61,FALSE
32,61,TRUE
0,62,TRUE
7,62,TRUE
16,62,TRUE
17,62,TRUE
18,62,TRUE
19,62,TRUE
20,62,TRUE
20,62,TRUE
22,62,TRUE
27,62,TRUE
27,62,TRUE
28,62,TRUE
5,63,TRUE
6,63,TRUE
6,63,TRUE
8,63,TRUE
12,63,FALSE
14,63,TRUE
15,63,FALSE
15,63,TRUE
20,63,TRUE
21,63,TRUE
22,63,TRUE
24,63,TRUE
25,63,TRUE
31,63,TRUE
0,64,TRUE
2,64,FALSE
2,64,FALSE
2,64,TRUE
3,64,FALSE
3,64,FALSE
3,64,FALSE
5,64,TRUE
12,64,FALSE
12,64,TRUE
20,64,TRUE
23,64,TRUE
23,64,TRUE
25,64,TRUE
29,64,TRUE
30,64,TRUE
31,64,TRUE
